0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9.470297,-5.8702025,-6.757333,3.9639766,-3.203659,-1.7591567,-0.13611603,-4.575847,-1.59092,-3.7544768,-1.4242554,0.90304804,3.101561,1.2732837,-0.6598108,0.87169325
-10.146328,0.20428026,2.2293653,0.58726215,-5.5134377,-2.654887,-0.6544876,-3.329403,-3.3196316,-0.96874285,0.29580474,1.3420749,0.63550127,-1.2764704,-0.44772708,-0.8853451
0.041339636,-4.05965,-3.2068458,-2.995254,-9.453503,5.766787,-4.0314317,-0.27699518,0.85254145,1.5033703,-2.4829216,-1.0761461,0.08978498,0.39997387,-0.38689613,-0.23279715
12.136047,-1.0349575,4.8204966,-1.6957045,0.5631082,-2.2023458,-2.9854918,-1.0829792,3.3873882,3.540957,0.86745524,0.19998693,2.408815,1.07494,1.1334691,1.134692
6.0447803,6.004695,3.8702726,6.65639,-0.25721073,2.605104,-5.0741186,0.0009737015,-2.7438962,3.1173139,1.9344499,-0.6357331,-2.499877,0.08546543,3.5017548,-2.0730815
8.54254,-5.257433,0.6919694,-8.26954,3.4924643,-1.6313219,1.0953693,4.048929,0.20240831,-2.0657542,0.460016,2.0189044,-0.64476454,1.5350184,-0.3381443,-1.6065668
1.9910238,-3.771192,1.835455,-8.968892,-1.1677425,-2.9302154,-2.3937206,-0.9983945,-0.19116044,-5.3689456,-0.5705166,-1.5967269,-0.4490391,-0.77516437,-1.1093435,-0.1862222
11.594713,-5.842602,4.4550066,6.6888256,1.5933611,5.3417706,-1.5576534,3.3178835,-5.722498,1.2675452,-0.8610184,0.5489793,-0.9737127,-3.500414,-2.193555,1.0307127
-8.979237,-2.2417853,-13.221941,-4.60404,3.5823333,-1.845871,-0.28345203,0.6870613,-3.8701253,0.6368494,-1.2690368,-0.1984396,2.6199703,1.1828375,0.06253886,-0.43059003
-10.358767,3.9006157,1.6414652,-4.170588,4.166993,2.7986732,-1.6083612,-4.5796967,1.6098428,-4.934215,1.6479633,-3.6414433,1.329126,-0.74658,3.7693305,-0.8063942
-6.0823126,3.9354205,0.54051256,-0.9986214,-7.145133,-4.7659698,-0.5745163,-2.9151554,-5.2409954,-1.8969016,2.0594885,-1.2253876,-2.9414873,-0.825619,-0.38706994,0.13996589
-7.2860556,-13.095922,6.5249014,9.956228,-1.1547685,0.9052267,1.851181,-0.9524956,3.2653031,-0.25519943,-1.8895886,1.4129767,3.6563573,4.64028,1.164918,0.39661336
-7.964571,5.0320916,4.530923,-0.97178876,-7.454711,-2.1159406,-1.9542122,0.9887562,-1.0259249,-0.21637869,5.020316,1.082269,-0.4800043,0.032496214,-0.09113562,1.4952489
-8.315939,-0.6851078,-13.753713,-4.1863823,6.353878,-3.5747433,1.0744209,5.870387,-3.1903262,7.32846,2.9386232,1.7400234,4.280253,-1.4577417,-0.35923123,0.5448756
-10.048904,6.6953335,6.596874,0.33493924,10.863703,5.577188,0.5691757,-0.27938366,-0.8550434,-2.7703214,3.1234243,-4.3859158,-0.76849294,0.52904963,2.7517872,-1.1805252
-5.493923,10.96705,-1.6344576,1.417038,0.023988962,-7.6097836,3.3224897,-0.3068695,-1.5616257,-1.855228,0.09177375,-1.5968785,1.599631,1.8160553,-0.5687556,-1.5920368
-11.207687,0.95367205,-18.02135,-0.70201814,4.259095,-1.772233,5.584257,4.912781,-7.241995,5.727407,5.3754444,1.0538728,5.341698,-1.3190572,0.31598008,-0.08622551
-10.690636,-1.2691299,-7.198219,-2.605356,10.339803,-0.7093692,-0.2178421,4.3857803,-5.128815,2.231958,4.0076456,-0.6661315,0.59459937,2.2489285,0.31324458,0.46363592
11.0148945,-3.1778822,8.24185,-6.2119284,-2.619872,2.2227597,-3.2227812,8.77103,5.0056696,-1.7537136,1.5125892,-0.54390097,1.9741722,1.039705,0.8654468,-0.21094048
5.3272214,-5.4447584,0.0019860268,-9.288388,1.4811246,-3.263648,-0.6201763,4.862727,1.1398463,-1.8087668,0.7000134,3.2014246,0.3052596,0.12589169,-0.7244558,-1.2622174
-10.371191,-3.3518279,8.536997,1.902869,1.5673611,6.519856,-2.0992727,-1.8670378,1.3351431,0.8237314,-0.65249133,2.7157342,-0.6799674,2.354538,0.530519,-0.5289794
0.37469602,13.627637,-2.2930608,6.3209248,-5.07954,-2.6831036,2.3186646,3.8463297,1.6688318,0.07924795,-1.4976518,1.323374,-0.6005802,-0.6655339,-0.084325075,-1.6573521
4.9458,-4.7309422,-4.143124,1.0160465,-1.6607193,6.886107,-6.4436145,0.89309025,-2.9632123,2.9833484,-0.49170446,0.44489098,0.16423428,0.06293583,-0.18358457,-0.36129856
11.57995,-4.0190716,4.859256,-8.9830475,2.8524654,-0.15436697,2.6118364,2.3894024,2.1175852,-3.3574598,0.21497655,0.5822177,2.0974083,2.4127483,-0.8848497,-0.7573122
-2.3553257,7.820224,3.5121965,1.5916624,8.737613,3.0905585,-6.0387983,-3.8572898,5.2059298,2.007773,1.0158832,-2.508493,-1.238512,-0.36119652,-1.5334206,0.7038563
-1.533411,15.498836,2.0865612,5.37667,2.7501986,-2.909763,1.409234,0.43653584,3.833263,-1.8699346,0.29902673,0.43468046,1.4208299,-1.4711057,2.663659,-0.011382699
10.180748,0.016756177,2.0896282,-6.4301834,4.421047,-5.609115,-0.126585,-2.4158516,1.9330745,0.49699974,-0.33992982,-0.184793,0.7336625,-0.28085065,0.133721,-0.2205944
-9.530651,2.0910583,8.02116,4.9291716,8.54124,13.636005,4.6551685,-2.2791724,1.0623417,-1.9843307,1.1981814,2.0105834,3.6735344,-0.4902985,0.1172719,-0.3148334
12.755238,-3.9322352,-0.97802305,7.030802,1.6390045,4.319983,1.8113031,-1.0984716,-4.5032535,-0.56514597,-1.3981872,-2.2607918,0.11181486,0.81791496,-1.5030625,2.456707
-9.7331295,4.424087,4.368539,0.38350534,8.806447,3.9104848,-0.26071167,-1.3843102,-1.0077639,-2.064982,1.9476559,-4.2777452,-2.2802124,0.16575503,2.0146794,-0.63098276
-6.7364855,-4.8872943,-6.7113366,6.964367,-3.006023,-6.116005,1.4878292,-2.8289213,2.154292,-5.5229077,2.0345676,-1.7567725,0.065713644,-2.5970592,-0.752092,-0.8365742
-0.57124484,8.23802,0.9233227,4.7869434,1.8190162,-3.0038033,-1.6899395,0.37565517,-2.6883473,-3.8173542,-2.5054705,1.0871816,-1.266357,1.1122627,-0.023311496,0.43297565
-8.607077,-11.853371,3.8213377,4.110607,2.1207736,-5.2279224,-0.59066486,-1.073533,2.939674,-2.8476436,0.36978745,-4.309189,-2.8377328,-0.5548419,-0.061636925,1.8177435
-10.554676,1.6256064,7.0216045,-0.044118047,3.2533944,6.362924,-3.507125,0.3111825,-1.7281862,-0.8553972,-0.19898462,0.90607214,-0.5122026,3.0028014,-0.27194953,-1.6549343
-3.2139232,-7.3638983,-8.138713,1.0426805,-5.379314,0.6182747,2.9587297,-2.196906,0.7129183,-2.9404705,-1.0145965,1.0807927,1.3883079,-1.9344018,4.048161,0.0036752224
-7.1755037,4.755788,6.2856665,-2.1526217,-3.0202053,-2.018846,-3.9883146,-0.15530348,2.6420646,0.63464975,3.8375123,-0.04329157,1.7441152,-1.1184915,-1.7228911,1.5248272
-5.371501,-2.040205,-12.509483,-1.4294269,6.070451,-2.6192791,-2.425767,1.0460281,-1.7230281,6.783652,-0.43390107,1.6879439,2.594933,-1.3107553,0.7881479,0.50861824
15.750984,1.1318687,-1.4221573,0.04343331,-2.2040858,1.52949,2.2111082,0.24082375,-4.7681212,5.759443,3.52117,-1.9935169,-0.7796546,-0.8415704,1.9909759,-1.9626542
-9.682707,0.65645397,3.1190338,1.4473081,1.8855727,2.9485002,-3.2267113,-4.1068726,-2.1390767,-3.2297993,0.5120151,-0.22461176,2.8333979,2.7132854,1.7817755,-1.0942048
-3.045992,-16.583134,2.0468864,4.3480015,-2.9468346,-3.662897,0.71901226,0.82253265,5.3397017,3.552772,-0.34281158,-1.0750146,1.85787,2.0438008,0.7583811,-2.315526
0.22405934,-2.2334805,6.0390224,-8.662562,-0.33711767,-4.22838,0.57586575,1.6774254,-3.1553795,-3.6876054,-0.60034895,-3.7204723,0.21293461,-0.33405924,-0.6358348,-2.2352705
-8.218472,6.8096895,5.9937487,0.4566803,-4.28201,-0.894413,0.90719223,-2.0351229,-5.0385103,1.6830468,-0.34727383,1.1185696,-1.0565965,0.6142249,-1.4186232,-3.3102803
19.474953,4.661453,6.798233,-1.9928442,0.084729195,-0.53862333,3.4038315,0.21856594,0.78745747,4.8160014,1.2061083,0.4185152,-1.9349731,1.0986178,3.398468,0.3761369
10.38303,-7.4597015,2.9324064,4.6256523,0.8905299,6.1001105,-2.4920397,4.6854153,-6.1628437,2.4523034,-3.0424156,0.87024355,0.0886085,-2.896315,-0.98668283,1.3614771
6.5149817,-2.173932,8.85101,0.18299723,0.111208916,-3.3021376,1.5046234,-2.5778022,0.88396883,2.0834126,-1.8588886,1.9575922,-0.18338811,-3.6962323,-0.7705417,0.27081478
-0.06311661,-13.0078125,4.3291636,10.096045,-1.1768126,-2.0410385,-1.7003298,1.8585558,-1.6700389,3.2548375,-4.574106,-0.8697462,-1.3313377,-0.50054264,-0.9634765,-0.57110965
-8.922724,0.10646856,-2.1978273,-2.3386078,-3.3137398,-2.7844756,0.66463566,-3.715934,2.803101,-1.2053256,-2.9475474,-0.9648514,1.8342367,1.4387014,2.0189817,-0.74169767
-0.25150734,10.499054,-2.6484728,4.971674,-0.7967341,-4.5982027,1.3209372,-0.39543152,-1.2757258,-2.7008426,-0.17071748,-0.3337555,1.0385798,0.767421,-0.73170584,1.0985693
-6.0527997,-7.5849233,-2.2550511,-0.21586263,-0.48381114,6.8877387,0.00061035156,3.920742,0.21905112,0.63622093,-5.984387,1.170655,1.4602424,-2.0017223,3.368976,0.28019238
-9.590105,1.1082708,3.1102638,-3.186059,-3.9384677,-0.78513575,-4.085486,-4.033084,-3.9515793,1.6334338,-0.30253768,2.0270257,0.109639525,-0.12729406,-2.348872,0.71211565
10.083069,1.0448426,-5.399564,0.3736627,-3.7244039,-1.1890955,1.4419413,-1.3213797,-5.3496466,0.044522285,0.1348741,-2.0422893,3.0383124,-0.6751392,-0.2787112,0.16412067
-9.80389,1.5547501,6.598075,4.4310484,7.401494,7.439509,-1.8313894,0.5535612,2.5341234,-0.8363762,-1.8819354,2.5613167,-0.3260051,-1.7073176,0.33926034,-1.0593821
10.8256,4.1195955,1.5639849,3.8286579,-2.4802222,5.943237,-1.6502256,-0.4906392,-1.8482605,2.1746097,0.23057818,0.5959358,-2.9066193,-1.3212835,3.806086,-1.92933
-11.773655,7.5591927,3.9948254,2.4607308,-7.8363867,-0.10212135,-2.6537342,2.75006,-0.6183026,-0.4339285,7.0650826,-0.080233574,0.25074565,2.413045,-0.45411766,0.33511162
-3.3954623,1.580094,1.9623995,-1.4148408,2.5940688,0.62743044,-5.924131,-5.6103706,4.146107,2.8763652,1.6893203,0.8549924,3.3592606,-0.45253253,-1.7476842,0.4839661
-7.79658,0.35895932,13.430751,-3.036055,-1.9331219,-2.3549137,3.2461252,3.6237774,-4.8082685,0.017738342,-0.87593865,2.2423384,-1.9168272,-2.4927413,-0.49968874,0.57764876
-7.0069113,1.0263904,14.219127,-5.84791,-2.7488341,5.4053655,3.1515198,-3.508451,-3.82932,0.025906563,2.5970113,0.3565035,-1.2387638,0.2155428,-0.8040083,1.5802429
-8.324416,3.8857446,7.1058016,-0.5989152,-0.6575055,-1.2756119,-1.2170305,-0.74825287,-5.080966,-0.59982777,-0.5995121,1.7669854,-1.6399119,-0.21579981,-0.8975891,-1.8128008
11.056524,-0.5110867,2.180851,-7.058217,3.6687796,-4.800572,0.3016615,-1.2434168,1.3585801,0.43600512,-1.5654783,-0.78015566,0.18006456,-0.6603646,-0.09098935,-0.5473584
-1.118081,12.273024,-1.641891,1.2816615,-2.620736,-4.2316113,0.17983437,1.6487141,0.9516654,-2.596064,-2.375452,-1.1585083,1.1972646,0.21627331,0.34465146,0.8226173
-8.447523,2.7837214,2.9181767,-1.6547732,4.986245,-0.05703783,-0.51012707,-4.919286,-4.0554457,-3.8463905,1.859978,-3.5462084,2.431313,0.35796952,3.945315,-3.4867945
-9.52478,2.8853226,4.111438,4.7335634,4.6816072,5.494248,-4.213081,-1.57301,4.006461,3.8800101,-0.64669013,-0.7208977,1.2070631,0.0228796,-3.3160882,-1.0030447
0.67054665,5.8032494,3.4602823,1.0108352,1.9810059,1.7688956,-6.9438457,-1.0066662,5.100896,-0.19364119,4.275588,-3.3472834,2.240179,-1.0910286,-0.59535676,1.3561113
5.9274445,-0.39470065,4.3045177,-2.5579019,4.771039,-6.5516305,0.025463104,-4.693932,-1.3815958,0.28228712,-0.17766619,0.54373837,0.9060782,-1.8282315,-1.0455997,0.8375982
-11.378738,-2.667241,-14.154406,-0.32807493,4.8302364,1.2005515,2.0031624,2.2194014,-3.998177,0.18533468,0.09438348,-0.9630251,0.25940716,0.534045,0.07236791,-1.0115377
-5.3760977,11.237257,-3.5609093,3.537965,-1.6693616,-5.4773254,1.8905487,0.61748886,1.2304244,-0.17333364,-1.2519331,1.998729,0.8802656,-0.3138063,-0.9609331,-2.6724834
8.904156,3.2223182,3.1627188,-3.3631926,3.7204192,-4.198866,-2.037941,-1.8744092,0.4015894,2.1743274,-1.6086907,1.2804942,-1.156028,-1.3230901,0.36662066,0.37006712
13.437229,-4.0821314,-7.5273795,1.0938566,-0.5081179,7.1958203,5.3060856,-4.468149,3.8657074,-2.4537616,1.7202666,0.5415101,-0.49095905,1.9164605,-2.6500201,0.5779259
-0.4600808,-6.054449,-1.558958,-0.8983165,-9.015471,4.5936246,-3.7309504,-0.47511435,1.939187,1.2114477,-2.8295999,-1.7726078,0.73317516,-0.41392088,0.76725674,-0.13601065
-9.016245,3.8433733,2.51657,-4.7955008,-7.9336786,-3.9419627,1.2293844,-2.192431,-3.3439288,-1.5327101,1.065808,-2.9126048,-3.0997708,-0.8004426,-0.49230134,0.60496813
4.528456,0.57929647,6.9911757,8.130335,1.8622868,3.9730582,-1.7635784,3.48734,-6.87477,0.9575062,-2.5766551,0.64657736,-0.4323101,-3.4996376,-1.2042483,0.34288764
-8.658662,-11.859899,7.3701754,13.842067,3.9135053,2.0136533,1.8395691,3.8562937,0.33763337,-1.148994,-2.932818,3.3661063,-1.6189675,-1.8746557,2.1686738,0.86972344
1.1768408,17.270731,6.297488,5.575097,6.665534,4.647453,6.0383015,-2.3604207,2.425336,-0.8505945,0.06070447,0.26452875,-0.34633267,1.7709265,-1.7279712,0.8799845
-3.6187747,15.462914,1.518733,2.7310054,-2.1784496,-2.7968528,1.786315,3.5156822,1.594408,0.5877242,-1.7007058,-0.08371639,-0.1527443,-0.26623034,-1.9935224,-2.71796
8.859848,-8.89302,3.4313393,-11.275068,2.6486905,-0.0692482,0.6101961,6.248621,0.00056028366,0.13054848,3.8066833,-0.026477814,1.3099266,0.17796016,-0.38698184,-3.895936
-12.939762,0.54159653,9.700549,-6.219301,-6.323288,-2.1475554,1.8175106,0.6335106,-0.212327,3.2474084,0.5524657,3.6776605,-0.833475,-0.49163842,-3.2593603,2.8442268
-12.061434,2.13166,7.068305,-3.894184,-6.2732964,0.14697123,0.09735298,-2.262104,-3.6569915,0.45779324,0.068160295,-1.7875953,-0.2702757,2.6734872,0.46480513,-0.66436255
24.308346,-6.0882583,-0.84824324,9.342679,-0.4861803,7.786366,9.854986,3.8899584,-3.2759607,2.8185868,0.39642596,-5.458191,1.3725156,-0.9869255,-1.4563159,0.94841766
-2.0440567,5.678235,6.343112,-1.9268087,8.995188,8.256983,-1.7795696,-4.9721637,-0.8623097,-2.175043,1.0189946,0.24448347,0.5913321,1.5277805,-1.0690777,-0.8348354
-0.72759426,7.9359074,2.6384,5.013545,2.5396488,1.8008075,-6.589201,-2.79673,2.1214828,0.7362447,4.339016,-3.4917297,1.709813,-0.7758151,-0.36134195,0.42459404
-12.428953,0.90468013,3.8685122,-4.7328086,-1.8888162,-7.6217537,3.119667,-3.9829051,-2.4564495,-1.2985387,0.39615703,-2.909441,-1.149528,-0.23826289,-0.85549766,-1.7610558
5.7176933,1.998355,1.130168,-3.068463,2.415284,-8.4512,0.54034424,-3.7641368,2.2486463,-1.5193086,-3.2682614,0.60821724,1.1021138,0.7838273,0.3331474,2.274952
-2.2176576,9.323686,-0.51302624,3.6976206,-1.8861293,-5.551422,0.6182518,0.46459103,-3.1956577,-3.1490638,-0.73968315,-1.3090844,1.0058304,1.433707,-0.046678185,-0.73084366
8.46608,-5.156644,6.4849577,-5.105376,3.4870632,-1.2802858,-1.8842039,2.4349213,2.0733056,-2.8113785,-0.45960188,-4.536599,0.84515154,-1.8142937,-1.4081991,-0.11813688
-9.892723,4.7729626,2.4192123,5.0322514,3.204408,6.460036,-3.7543259,-0.97034025,3.9989758,3.6452498,-1.4467144,-1.1371694,0.8663684,0.06669927,-3.596387,-0.9161824
-2.8645015,8.695842,-0.7325101,4.243394,-1.4108909,-7.1881356,1.6656084,0.71292686,-3.8092723,-3.2265532,0.039521456,-1.2164302,1.103273,1.7216353,-0.35167062,-1.1330146
6.0340147,-1.4046366,4.9163113,-4.2508307,-5.4613085,-1.1068115,-4.4839168,10.072033,5.80809,-3.4470952,2.051964,-0.14005804,2.008946,0.79493237,0.9240048,0.52358997
-9.269653,-0.34111428,12.645026,-5.656413,-5.915571,2.024035,1.4876728,-2.1857,-5.0795546,1.7197042,0.6055515,1.6279299,-2.424303,1.452358,-1.0648241,0.4491216
-7.472722,-3.2529347,-7.4860797,-4.0741453,4.2699547,-4.343812,-4.35558,3.9361038,-2.3749344,0.679348,-2.0138764,2.212463,-0.8422977,-0.120619774,-0.6624784,0.92772007
11.366911,-7.5202484,1.4976196,-8.71508,2.1062686,-0.96824026,-0.46475506,4.9040146,2.228743,-0.062199116,2.2732642,1.7395871,-0.41872168,1.6295061,-0.4720403,-2.4842896
-3.5638244,12.333616,-0.1520586,-1.5811577,-7.810608,-3.4918227,4.9346104,0.1371069,0.5029278,2.7567296,-1.9697595,-4.777501,-3.206163,-0.5293536,-1.268946,0.25975728
-6.9869084,1.9579922,1.6377707,4.4646072,-0.7695596,3.3530183,-4.407686,-3.5140028,-2.262991,-1.1862192,-1.1618505,1.171983,0.6975156,0.7238486,-1.7341964,-1.7547699
11.664118,-0.6310065,-2.728486,-0.18359804,-2.0346143,0.7005153,0.3555975,-0.26566553,-6.977973,-0.13056421,-1.4306874,-4.0995913,2.1752238,0.051351547,-0.43712974,0.979296
-14.759396,1.1554698,17.292099,-8.775842,-6.143875,7.5893445,10.442268,-0.8613777,-4.508821,2.5317178,4.9511223,1.1835356,-0.18839681,0.9301653,1.7412777,0.80801535
-6.4093,5.694429,1.4496326,2.1451962,10.100822,4.4366374,-0.7026262,-1.1376963,-1.2069759,-2.5287175,1.514569,-4.6437387,-2.4455292,0.11274457,1.9521942,-0.56265485
10.519037,2.842329,1.4306889,0.34692287,-2.9333527,1.9620652,-3.9043293,3.534357,-1.4223473,2.1917777,1.9129455,-0.64289093,-2.131621,0.4843681,2.5459442,-0.8830546
14.999205,2.969635,8.115309,-2.5240276,4.8747225,0.046377182,5.425291,-2.6731825,0.46248102,1.0110288,-1.5696998,0.57747364,0.31775868,1.244597,-1.1981429,2.1970224
-14.1340065,2.7615728,11.419587,-8.618596,-10.911798,5.0482345,6.39159,-2.7664948,-1.6373518,4.8075395,1.950371,-0.5701046,-0.4141568,2.0344667,-1.1382793,1.8701749
-9.973358,2.0199356,5.658128,-5.412217,-6.289689,-0.93947697,1.5312071,-3.6140037,-3.2670133,-0.5447335,1.5201652,-2.490336,-4.81214,-0.6779219,0.022727251,1.3831089
-6.3714747,-1.5638869,-7.987942,-5.4366684,-4.126271,2.7019858,-2.0424442,-1.0200734,-0.12576032,0.0436697,-4.9576545,-0.6124592,0.80186117,0.7597933,0.4301579,0.22970319
-8.903355,2.475923,-13.825598,0.48515463,5.1983223,0.9009466,-0.1164341,5.0555296,-1.5421321,3.2826324,3.008477,-1.1274347,-0.8529531,0.6714394,-1.1700886,1.1262852
-0.20435953,6.072272,5.392599,-2.2816718,8.681999,5.34728,-2.5352983,-5.2641487,0.2875545,-3.1326618,1.6617949,0.47299576,-0.26785755,0.31097174,-0.53997654,-0.27453685
-1.7613274,3.3927999,0.034146786,-1.0895629,2.4595516,1.0270414,-6.0168104,-4.1678095,4.1174054,2.0659232,0.045716524,0.1747837,2.6152906,-0.98279953,-1.3894899,0.33420908
